country,year,co2_kt,co2_per_gdp,cereal_yield,fdi_perc_gdp,elec_access_perc,ch4_ttl,n2o_ttl,urb_pop_growth_perc,pop_growth_perc,gdp,gni_per_cap,pop,urb_pop,agr_land,co2_per_cap,Region,IncomeGroup
COL,2000,58995.5,0.2227606782738566,3234.2,2.439507479731268,95.2,62671.1975,18555.6042,2.198864927614093,1.61983140551157,99875074935.08304,2360.0,39215135,29002337,40.43172600270392,1.5044063981929423,Latin America & Caribbean,Upper middle income
DEU,2000,830284.1,0.3712416182044863,6452.9,12.731503590186971,100.0,74994.17598,45450.28154,0.4119418938335709,0.135431600393084,1947981991011.7688,26180.0,82211508,61629857,48.91245164063619,10.09936589412762,Europe & Central Asia,High income
DNK,2000,52602.0,0.3436851049065891,6216.0,21.93821351487599,100.0,10556.75423,6621.943089,0.3506791809383318,0.334233618829261,164157842126.82083,32580.0,5339616,4544013,66.175,9.85127020370004,Europe & Central Asia,High income
EGY,2000,114614.4,0.2877116190205875,7280.1,1.2369972067039108,97.7,52995.7725,18645.2418,2.181715961999553,2.07183470577985,99838543960.07632,1370.0,71371371,30544806,3.3060424933447186,1.6058876044289525,Middle East & North Africa,Lower middle income
ESP,2000,293314.3,0.3349115776782007,3603.3,6.770092730421776,100.0,39103.21218,23773.31879,0.5534056111767166,0.447137014535835,598363313494.9032,15790.0,40567864,30937864,59.65130260521042,7.230213057310585,Europe & Central Asia,High income
ETH,2000,3557.0,0.111356020495522,1116.3,1.6335147213385357,12.7,44479.20996,24053.60402,4.235576849374426,2.95880518919236,8242349955.051107,120.0,67031867,9880497,30.662,0.0530643134257322,Sub-Saharan Africa,Low income
FIN,2000,55097.5,0.3973281575138154,3498.7,10.714265643958049,100.0,7094.041481,6743.731956,0.4964153011163365,0.2076065154133,126019543413.3336,26480.0,5176209,4253964,7.281919957976296,10.644373130992198,Europe & Central Asia,High income
FRA,2000,373235.8,0.2348057154658,7231.5,3.0307469717710487,100.0,72950.2626,49476.0713,1.0260901870693715,0.686782586857032,1365639660792.1597,24990.0,60921384,46221663,54.43607814203558,6.126515444888777,Europe & Central Asia,High income
GBR,2000,530888.2,0.3396452555055973,7164.8,9.851472459105102,100.0,109898.6907,36942.41249,0.4336156610519761,0.357300887421605,1666048767079.7632,29390.0,58892514,46319551,70.11945604100359,9.014527720789776,Europe & Central Asia,High income
IDN,2000,280635.7,0.2800001468216862,4026.4,-2.757439933509029,86.3,339713.82,45144.0106,4.3702128806786025,1.44708848408903,165021012077.80963,570.0,214072421,89914698,25.127308964649625,1.3109381334086,East Asia & Pacific,Upper middle income
IND,2000,937858.4,0.4240453445036093,2294.2,0.7652126489957922,60.292839050293,594662.7625,179573.8452,2.598675552502611,1.82218400218023,468394937262.36993,440.0,1059633675,293168849,60.86896565641617,0.8850779492261794,South Asia,Lower middle income
IRQ,2000,87630.5,0.3376220140175967,363.2,-6.616457274840248e-05,96.8088302612305,46930.2841,4239.737302,3.415115576649292,3.33624669433987,48364250943.90507,1520.0,24628858,16869783,18.97706747147724,3.558041546221916,Middle East & North Africa,Upper middle income
ITA,2000,436296.6,0.2829681754411089,4993.9,1.1487963145432103,100.0,50671.82141,26733.3671,0.1345999388796288,0.045303631138613,1146676894209.728,21910.0,56942108,38277624,52.87807979223449,7.662108329393074,Europe & Central Asia,High income
JPN,2000,1184424.9,0.3422007307742842,6256.6,0.2151247121415176,100.0,33316.5659,25292.32497,0.3276095747449492,0.167275578113187,4968359152795.656,36810.0,126843000,99760751,14.425240054869684,9.337723800288543,East Asia & Pacific,High income
KOR,2000,447237.3,0.5131954127332998,6379.5,1.997542030316386,100.0,24330.3675,15012.5194,1.134284407651176,0.836180864297766,576178114168.494,11030.0,47008111,37428328,20.45407422765913,9.514045352726468,East Asia & Pacific,High income
LKA,2000,10928.9,0.1297077440771258,3338.2,1.0589882900176844,70.342399597168,7299.0875,2282.867654,0.4789060559023762,0.565924638324724,16330814179.976624,870.0,18776371,3451097,37.47408706745336,0.582056032020245,South Asia,Lower middle income
MEX,2000,379176.0,0.3457272855974533,2760.9,2.596698500083968,98.007132,116968.9125,38139.7856,1.961319695561759,1.58455078746177,707909864021.7793,6280.0,97873442,73132993,54.697908896833766,3.874145960862396,Latin America & Caribbean,Upper middle income
MYS,2000,124355.9,0.4156681070310265,3039.5,4.038428623937644,98.588134765625,26237.91052,6506.392067,4.557395679875869,2.54459366705921,93789736842.10529,3490.0,22945150,14220716,21.11915994521382,5.419703074505941,East Asia & Pacific,Upper middle income
NAM,2000,1942.3,0.2082674464358915,391.2,5.006097661791924,36.5,4932.643454,3731.0588,3.897629182769945,2.27194936669291,3922231976.4393806,2210.0,1819141,588911,47.15227926975914,1.0677017339502544,Sub-Saharan Africa,Upper middle income
NGA,2000,97215.1,0.3451258236981305,1171.5,1.6417344632512758,43.1799697875977,130181.9082,26310.8436,4.153285964816426,2.60286876961431,69448962760.87868,460.0,122851984,42801631,72.66813794920782,0.7913189257081922,Sub-Saharan Africa,Lower middle income
NLD,2000,162096.7,0.3193036781494534,7905.5,15.116851703561831,100.0,23101.18764,14732.38692,1.715922104389494,0.714770362784392,417479337444.7068,28160.0,15925513,12229998,58.00059241706161,10.178428789075744,Europe & Central Asia,High income
NOR,2000,34283.1,0.2063804082714434,3930.9,4.859581011995846,100.0,5580.762144,4864.98457,1.2440742747676274,0.649044821192665,171456390281.95798,36600.0,4490967,3414033,2.852887384871483,7.63379022825151,Europe & Central Asia,High income
NPL,2000,3221.0,0.0996609463194394,2136.3,-0.0088242529452383,29.8678035736084,18731.66363,4578.014235,5.823998660469238,1.70977588565454,5494252207.905025,220.0,24559500,3290236,29.641437042204394,0.1311508784787964,South Asia,Lower middle income
NZL,2000,29455.0,0.3551008813491434,6316.5,-2.865312380785081,100.0,32754.44514,14671.47426,0.6806132084266525,0.587564086381346,52622954598.92988,14070.0,3857700,3318432,58.53556644259618,7.635378593462426,East Asia & Pacific,High income
PAK,2000,98374.1,0.2341600743358439,2404.5,0.3755284980674663,72.81689453125,94228.5416,39906.38447,3.680740205172768,3.07555291166784,82017743416.28413,450.0,154369924,50914288,47.605334163553344,0.6372620873998747,South Asia,Lower middle income
PHL,2000,71942.8,0.2684924874831336,2580.8,1.7772245287306248,74.699104309082,54714.52496,11039.27292,2.0327222592416825,2.21679406368577,83669788254.72792,1180.0,77958223,35966026,37.67649327564812,0.9228378640698366,East Asia & Pacific,Lower middle income
POL,2000,295774.4,0.724263436327612,2534.8,5.420378301845198,99.9985198974609,34270.16313,25096.51537,-0.9730162731747524,-1.04433539837844,172220451786.9572,4670.0,38258629,23611695,60.11622971693493,7.730919997159335,Europe & Central Asia,High income
PRT,2000,61661.2,0.3173888518974637,2793.5,6.148619208372313,100.0,12601.78799,4002.437978,1.9161069040425796,0.702859953319024,118605192877.38847,12180.0,10289898,5597602,43.23912568306011,5.992401479587067,Europe & Central Asia,High income
RUS,2000,1563845.6,1.5629374938699674,1561.4,1.031161115752346,97.8066482543945,481202.2357,55551.09248,-0.4260687275248335,-0.420614990249978,259710142196.9428,1710.0,146596869,107528803,13.256668868358751,10.667660303167866,Europe & Central Asia,Upper middle income
SAU,2000,249654.8,0.3035848457142387,3516.4,-0.9925692202563636,100.0,79674.635,5721.1004,2.818210954042699,2.52723635699494,189514910222.66663,7810.0,21547390,17205160,80.84188883048253,11.58631277384407,Middle East & North Africa,High income
SWE,2000,53277.5,0.2027091717203364,4560.3,8.681456948033828,100.0,7657.770404,6220.340243,0.1938999547778344,0.160575484575313,262834187366.5776,31610.0,8872109,7454878,7.301277042232809,6.005054716978792,Europe & Central Asia,High income
UKR,2000,297376.8,1.4194224056679698,1950.8,1.83783318571342,99.1354827880859,49707.8625,20276.2796,-0.9484773524088854,-1.00657902702927,32375081951.141823,680.0,49176500,33019561,71.46975058254941,6.047132268461561,Europe & Central Asia,Lower middle income
USA,2000,5775807.2,0.5634412740841456,5854.3,3.405782568618761,100.0,641918.4319,249284.483,1.5120113913871336,1.11276899679534,10250947997000.0,35960.0,282162411,223069137,45.230584855576126,20.469796737028872,North America,High income
ZAF,2000,284463.3,0.7452052888344511,2765.9,0.6384275450885823,72.3950271606445,60592.55902,19667.2414,1.810162329256668,0.962864025570883,151752749926.3311,3280.0,46813266,26632535,80.888474886447,6.076553171914987,Sub-Saharan Africa,Upper middle income
ZMB,2000,1807.2,0.1055982359297589,1682.3,3.3799622609155007,16.7,11542.67887,9428.009889,1.464844237765579,2.76660559103692,3600631918.506575,350.0,9891136,3442313,30.264060587309487,0.1827090437337026,Sub-Saharan Africa,Lower middle income
ARE,2001,97196.5,0.3044281767992998,17476.9,1.1458921698925577,100.0,29052.7325,955.683607,5.837919484954372,5.31707596147158,103311640571.81757,30570.0,3454198,2785983,7.913263869332582,28.13865910408147,Middle East & North Africa,High income
ARG,2001,125255.2,0.299469331026383,3398.6,0.8061641347593484,95.5110634674458,120443.1962,38634.36102,1.3087316977070882,1.0991714603689,268696750000.0,6960.0,37480493,33480950,46.99326558726053,3.3418770665583293,Latin America & Caribbean,Upper middle income
AUS,2001,345609.4,0.649051183361626,1959.6,2.825072397479804,100.0,176871.5074,108725.2094,1.1235787121919882,1.28396809127349,379357823192.52985,20310.0,19274701,16210024,59.31817294299884,17.930726915037493,East Asia & Pacific,High income
BEL,2001,118339.8,0.3995435382478818,8218.1,37.256469483417234,100.0,11627.30584,7480.845963,0.4026156930844283,0.343951157623668,236746141604.3704,24460.0,10286570,9997106,45.79920739762219,11.504301239383,Europe & Central Asia,High income
BGD,2001,25634.5,0.1173015777290335,3311.0,0.1454439045699244,35.0324668884277,71171.035,20125.6448,4.0215485262066375,1.89925268099487,53991289844.32913,430.0,131670484,31727320,72.23630636859491,0.1946867606258666,South Asia,Lower middle income
BRA,2001,319375.7,0.1947339270491885,3147.6,4.1475932608769295,96.016528,344887.8,129801.6904,1.7643339121442585,1.32069475807143,559983704075.6581,3330.0,178211881,145337135,27.32990832888657,1.7921122778564915,Latin America & Caribbean,Upper middle income
CHE,2001,45154.7,0.1651441629168598,6011.9,3.4074285095904893,100.0,5731.175479,2642.735794,0.6218652812881617,0.632771238018431,286580125206.2822,42010.0,7229854,5304905,39.53647243377274,6.245589468335044,Europe & Central Asia,High income
CHL,2001,48425.1,0.3158467961864546,4935.7,5.872376252528851,97.1343612670898,12335.39417,6556.4966,1.451668792838174,1.11531304820862,71517267767.73601,4820.0,15523978,13406973,20.37572021110053,3.1193744283842717,Latin America & Caribbean,High income
CHN,2001,3529081.3,0.8648888123241685,4802.2,3.5129886799845584,96.9853134155273,800529.1555,378155.1208,4.059565757675961,0.726380637838525,1339400843164.881,1010.0,1271850000,471767321,55.63284064993388,2.774762196799937,East Asia & Pacific,Upper middle income
CMR,2001,5156.8,0.1537608935838205,1708.9,-0.1065267082635107,46.2,16959.23149,62051.0433,3.929030286310212,2.62667387658374,10953485345.221582,690.0,15493253,7148432,19.37763110575194,0.3328416569457686,Sub-Saharan Africa,Lower middle income
COL,2001,59588.3,0.2164104479195042,3138.3,2.588519363443901,98.47,63538.7725,19060.5584,2.1445136377235707,1.57553237214944,98200641189.15675,2350.0,39837875,29631013,37.62505633168094,1.4957700429553535,Latin America & Caribbean,Upper middle income
DEU,2001,847678.2,0.3627835924308873,7055.2,2.926755399404497,100.0,73321.5606,47111.4134,0.4413136503110118,0.168225361337335,1945790973803.152,24770.0,82349925,61902439,48.82201203783319,10.29361228926438,Europe & Central Asia,High income
DNK,2001,54245.4,0.3438074175910504,6126.6,5.63525883915708,100.0,10739.94249,6446.918542,0.4170636230891644,0.358315678955486,164791096044.09805,31410.0,5358783,4563004,66.9,10.12270883146416,Europe & Central Asia,High income
EGY,2001,126704.4,0.3004317387640854,7099.4,0.5273847226094229,97.3600082397461,53454.12423,18921.53608,2.163845004413648,2.0564198428314,96684636118.5984,1380.0,72854261,31212951,3.3532573208096843,1.7391487918599573,Middle East & North Africa,Lower middle income
ESP,2001,294786.8,0.3143846408349299,2804.7,4.604656616781331,100.0,39806.78433,23386.41255,0.8002258389688913,0.694068084334464,627830029412.2054,15540.0,40850412,31186430,59.215277220572894,7.216250352628021,Europe & Central Asia,High income
ETH,2001,4401.3,0.124423168742767,1198.0,4.244759583093639,10.2196207046509,46572.66015,24901.08701,4.181949927534379,2.92127105923873,8231326016.47494,120.0,69018932,10302456,30.6054,0.0637694596607203,Sub-Saharan Africa,Low income
FIN,2001,61088.1,0.4235407246356168,3164.4,2.4894873339885764,100.0,6932.961862,6647.129013,0.4525279845054726,0.227687341886374,129533107311.8112,25850.0,5188008,4273258,7.295052365474901,11.77486619141682,Europe & Central Asia,High income
FRA,2001,376860.3,0.2233851555791834,6729.2,3.639660784203691,100.0,73228.28898,50226.14143,1.0662772058214367,0.729430789508821,1377657339291.3403,23870.0,61367388,46717151,54.264227026099086,6.141051660859347,Europe & Central Asia,High income
GBR,2001,545262.2,0.3306589632337776,6291.1,3.4019958887626163,100.0,104855.4808,35542.63309,0.512040255282785,0.384975969564228,1648765214386.9978,29010.0,59119673,46557334,70.07398834373579,9.223024626675455,Europe & Central Asia,High income
IDN,2001,302055.0,0.2843698734160969,4044.9,-1.8556861930052304,86.26,332760.9495,45493.78431,3.2524583601609187,1.4100988547982,160446947784.90857,710.0,217112437,92887214,25.40586806311947,1.391237665486662,East Asia & Pacific,Upper middle income
IND,2001,953537.3,0.4022316761166514,2423.1,1.0563783050965738,62.0054397583008,597332.605,183733.2662,2.711573919436684,1.80844642123748,485441014538.63824,450.0,1078970907,301227098,60.70483218361423,0.8837469980087239,South Asia,Lower middle income
IRQ,2001,97553.3,0.3612086653110382,692.7,-0.0183987194875265,96.9349975585938,45241.33826,5902.048553,3.262820568098031,3.18401734533544,36176430128.805725,1650.0,25425663,17429292,19.41148226901708,3.8368045702485714,Middle East & North Africa,Upper middle income
ITA,2001,436571.4,0.2732837752174465,4821.4,1.273783227882593,100.0,49146.95308,25608.75548,0.1453839654308741,0.0561676014374784,1168023426056.3794,21190.0,56974100,38333314,52.42156378712152,7.662629159565487,Europe & Central Asia,High income
JPN,2001,1172339.5,0.3299723676568082,6107.0,0.1126025184973011,100.0,32381.53085,22048.74712,1.9316237589111416,0.240952587521069,4374709984220.015,37380.0,127149000,101706485,13.149519890260631,9.22020228236164,East Asia & Pacific,High income
KOR,2001,456674.0,0.4887615413005463,6465.6,1.1909434803449346,100.0,24828.28,15201.121,1.167089278070755,0.767241774760276,547658231279.8705,11950.0,47370164,37867709,20.10543725449659,9.640540826499988,East Asia & Pacific,High income
LKA,2001,10848.0,0.1278872644824587,3424.9,1.0907472086787109,63.6,7134.742837,2267.228854,0.6818582987395538,0.763488078116277,15749753804.834375,830.0,18920275,3474709,37.49003348748206,0.5733531885768045,South Asia,Lower middle income
MEX,2001,378830.6,0.3391736021754647,2855.2,3.972499550656458,97.1395645141602,118098.2525,38609.3752,1.9732783521904471,1.54194113014521,756702925694.0397,6800.0,99394288,74590443,54.81108053190668,3.811392059068827,Latin America & Caribbean,Upper middle income
MYS,2001,129458.7,0.4210108205591814,3108.1,0.5970293182520802,98.6218643188477,26580.92846,6570.592697,4.083395446537519,2.57014353027485,92783947368.42104,3570.0,23542517,14813423,21.1444224623345,5.498931996098802,East Asia & Pacific,Upper middle income
NAM,2001,2459.7,0.2549326712757067,440.9,10.663479719848205,35.9906425476074,4722.490827,3514.258408,3.6361882915071377,2.02757940882814,3557341284.0187964,2060.0,1856402,610719,47.15227926975914,1.3249824122145957,Sub-Saharan Africa,Upper middle income
NGA,2001,101945.3,0.3341693410587539,1233.6,1.608279887500812,43.9116973876953,132592.1193,26650.38831,5.002847876152023,2.65126549448063,74030562269.96552,530.0,126152678,44997399,72.84744337209175,0.8081104707107368,Sub-Saharan Africa,Lower middle income
NLD,2001,167116.1,0.3138230481865855,7280.5,12.0483086109171,100.0,22503.32837,14092.41885,2.09358123215972,0.754840057734904,431586852369.6856,26840.0,16046180,12488742,56.95201421800948,10.414696831270746,Europe & Central Asia,High income
NOR,2001,34735.2,0.2034234086060708,3709.5,1.830929542033232,100.0,5495.978601,4792.718432,0.9758811120274964,0.506046910557235,174240242224.6184,38280.0,4513751,3447513,2.866576863685646,7.695417846487323,Europe & Central Asia,High income
NPL,2001,3464.6,0.1000347038850105,2177.0,0.3470918753633438,24.6,18834.0421,4617.741039,5.625200602476321,1.6018374486186,6007055042.17687,230.0,24956071,3480623,29.71049877921172,0.1388279429081605,South Asia,Lower middle income
NZL,2001,31618.8,0.3617140901081484,6534.7,0.4813620168120454,100.0,33077.81077,14814.33419,0.6811004200362389,0.589286034969052,53872463497.17032,13800.0,3880500,3341111,58.55455546694011,8.14812524159258,East Asia & Pacific,High income
PAK,2001,99837.2,0.2244295187700663,2230.5,0.4755649926894866,73.8680114746094,95692.50866,40342.60971,3.690612848703336,3.09207918437975,79484403984.88492,470.0,159217727,52828442,47.96077210460772,0.6270482683124851,South Asia,Lower middle income
PHL,2001,70259.1,0.2488437690527362,2667.8,0.96298544393499,75.7276611328125,55277.92965,11269.20074,1.9324569624263297,2.1168672092615,78921234457.54874,1170.0,79626086,36667813,37.50880370258577,0.8823628477732788,East Asia & Pacific,Lower middle income
POL,2001,293627.4,0.6902555204954782,3056.4,2.9737227016126964,99.9885711669922,33464.66107,24924.34849,0.0453020282998503,-0.0275871247282958,190905493539.1681,4710.0,38248076,23622394,58.07567991119528,7.676919487401144,Europe & Central Asia,High income
PRT,2001,61383.6,0.3033238011422264,2645.3,5.027614441904489,100.0,12403.8823,3707.855172,1.8839384303972464,0.705230637323876,121604107164.9966,11850.0,10362722,5704057,42.11825136612022,5.923501566480312,Europe & Central Asia,High income
RUS,2001,1567172.0,1.4583961079761507,1934.7,0.9286630042118248,97.8552093505859,490449.1929,58036.97175,-0.4295440523861612,-0.424090524785415,306602070620.5005,1780.0,145976482,107067910,13.239021662421765,10.735784138160009,Europe & Central Asia,Upper middle income
SAU,2001,254084.2,0.3058667414841427,3932.0,0.010665941543399,100.0,78268.60205,5872.861817,2.7549835208146334,2.46860133878166,184137517724.86267,8180.0,22085929,17685749,80.84467993059464,11.504347405988671,Middle East & North Africa,High income
SWE,2001,52497.3,0.1971464230656967,4583.3,7.5157528891556,100.0,7498.756322,5943.223019,0.3220214435487046,0.268470527954234,242395011586.5622,29720.0,8895960,7478923,7.497182327182939,5.901251804189768,Europe & Central Asia,High income
UKR,2001,300552.9,1.28949821003526,2729.5,2.0147759914762635,99.2014236450195,47198.0225,20613.479,-0.9943437993036108,-1.05092091504282,39309580983.228165,720.0,48662400,32692860,71.43350306377837,6.1762860031564415,Europe & Central Asia,Lower middle income
USA,2001,5748261.8,0.5432148882828146,5891.1,1.6300996480228578,100.0,636380.034,244485.7233,1.2133804217041788,0.989741382223669,10581929774000.0,36700.0,284968955,225792302,45.29007020362544,20.171536931101844,North America,High income
ZAF,2001,320393.3,0.7992576657912019,2424.1,5.36834519392486,70.2,58634.36511,19130.20393,1.7206098234553275,0.885660412204392,135429908544.33797,3080.0,47229714,27094742,80.79614867816898,6.783723060444532,Sub-Saharan Africa,Upper middle income
ZMB,2001,1835.28,0.09958157354134,1403.7,3.541386707803076,20.2082118988037,11825.12725,9638.29463,3.56908871355332,2.99605641046682,4094441301.2142286,360.0,10191964,3567391,30.34073635642126,0.1800712796866237,Sub-Saharan Africa,Lower middle income
ARE,2002,99146.3,0.298505605364468,18064.6,0.0867813661375526,100.0,28736.74,1087.801013,5.574400906962711,5.06487258360989,109816201497.61745,29620.0,3633655,2945695,7.969586032103633,27.285556829143108,Middle East & North Africa,High income
ARG,2002,117462.1,0.3103368525192347,3275.7,2.198958195022074,96.0960006713867,123719.9224,39168.85204,1.2759551881174471,1.07353834961783,97724004251.8602,4020.0,37885028,33910889,47.03126769930098,3.100488667977229,Latin America & Caribbean,Upper middle income
AUS,2002,353315.8,0.6245790976887283,2197.5,3.705086257662604,100.0,170481.6823,101559.3034,1.2824976086853317,1.1375387361946,395573025330.4469,20200.0,19495210,16419256,58.185699595173325,18.1232107784425,East Asia & Pacific,High income
BEL,2002,110850.2,0.3542667501781297,8500.9,7.012424439936569,100.0,11079.20172,7967.87239,0.5048400058189325,0.448268894821562,258383599375.1769,24060.0,10332785,10047703,45.87516512549538,10.728007986230237,Europe & Central Asia,High income
BGD,2002,27284.2,0.1183962356435472,3395.0,0.0955793676464671,37.7541275024414,72573.15,20716.3766,4.560228225960112,1.85802653007171,54724081490.510185,430.0,134139826,33207655,71.85219328570331,0.2034011882496403,South Asia,Lower middle income
BRA,2002,317756.5,0.185120791423294,2844.8,3.25358063249635,96.652996,364584.8725,140159.272,1.6630064843147565,1.26284153622856,509795270707.2677,3080.0,180476685,147774310,27.342315395530587,1.760651244231353,Latin America & Caribbean,Upper middle income
CHE,2002,43573.3,0.15453932662988,6269.8,2.6699166958616987,100.0,5691.832038,2532.325212,0.7919127279971216,0.756469145838096,309299934075.7696,40640.0,7284753,5347082,39.45903547391326,5.9814382176032606,Europe & Central Asia,High income
CHL,2002,49121.4,0.3056814043394362,5183.3,3.627448194210957,97.2666854858398,12134.98583,6621.089,1.3689076320046023,1.08792963607244,70295232513.05148,4570.0,15693790,13591764,20.9338670023617,3.129989632842035,Latin America & Caribbean,High income
CHN,2002,3796157.1,0.8393977037640964,4873.5,3.6090813529327863,97.2170181274414,793448.8666,397018.2875,4.198001147646309,0.669999567758626,1470557565965.5132,1110.0,1280400000,491993700,55.69563781986402,2.964821227741331,East Asia & Pacific,Upper middle income
CMR,2002,5133.3,0.1442530601520918,1682.7,4.068984587601753,44.0363922119141,16829.64548,62002.5192,3.969565342802016,2.67966597627532,12417251341.603222,690.0,15914033,7437901,19.37763110575194,0.3225643681900119,Sub-Saharan Africa,Lower middle income
COL,2002,57373.0,0.2001555539198039,3340.5,2.178447514369396,94.8810424804688,63398.2025,19330.0064,2.0952811334589274,1.53486691614177,97945812789.85326,2400.0,40454050,30258416,37.50067598017125,1.4182263580531491,Latin America & Caribbean,Upper middle income
DEU,2002,833382.2,0.3462468508659218,6251.5,2.4666151929252487,100.0,71085.24495,46906.02404,0.4391446308071111,0.168128319406931,2078484517474.5132,23680.0,82488495,62174878,48.63555581035372,10.103011335095882,Europe & Central Asia,High income
DNK,2002,53839.7,0.3268551148914725,5761.8,2.480312967186535,100.0,10619.15724,6280.494524,0.4368481201195942,0.319487125340996,178634843165.63278,30850.0,5375931,4582981,66.625,10.014953688951737,Europe & Central Asia,High income
EGY,2002,129441.2,0.2951561417529109,7445.6,0.7597532330430193,97.5204849243164,55294.15096,19629.30276,2.1984136557619283,2.09110329331686,85146067415.73033,1280.0,74393759,31906739,3.4396504093626,1.7399470296964024,Middle East & North Africa,Lower middle income
ESP,2002,312753.3,0.3097323836499669,3222.0,5.553345714615503,100.0,40170.34809,23019.36705,1.661162209420899,1.41259540475782,708756677088.6287,15630.0,41431558,31708814,58.951186277653086,7.548673404944124,Europe & Central Asia,High income
ETH,2002,4571.5,0.1253526594567597,1353.7,3.2480726995032017,11.8761577606201,52125.26283,28470.4428,4.204416353414039,2.93296991314103,7850809498.168027,120.0,71073215,10744849,30.498,0.0643209963134494,Sub-Saharan Africa,Low income
FIN,2002,63439.7,0.4264459819787724,3295.0,5.765183993000314,100.0,6676.111651,6732.867656,0.4061469585353447,0.242381050233372,140404460203.1375,25620.0,5200598,4290649,7.341015791720016,12.198539475652607,Europe & Central Asia,High income
FRA,2002,371167.2,0.2105403865035844,7453.0,3.433472871458252,100.0,71921.15589,47744.80531,1.0605365480096711,0.728746206873967,1501409382971.3752,23150.0,61816234,47215240,54.07685269565186,6.004364484578598,Europe & Central Asia,High income
GBR,2002,530785.9,0.3073204989734078,7076.9,5.026403799074981,100.0,102716.246,33511.85864,0.7985010152836943,0.423337079636281,1785781372553.9185,29140.0,59370479,46930583,70.16905716529574,8.940232737552952,Europe & Central Asia,High income
IDN,2002,305633.0,0.2711235720331987,4169.5,0.0741516383181159,87.6,328592.489,47708.22262,3.191729752549045,1.37351928060869,195660611165.18344,780.0,220115092,95899743,25.66205721486707,1.3885145140343216,East Asia & Pacific,Upper middle income
IND,2002,985453.3,0.3943158485779419,2187.3,1.0115718054396434,62.3,591021.88,177745.4976,2.9377082549126623,1.77676787418134,514937948870.0804,460.0,1098313039,310207535,60.7293849367178,0.897242648505059,South Asia,Lower middle income
IRQ,2002,91164.8,0.3620570817190118,1306.4,-0.0009900252023457,97.0526123046875,40458.12991,6086.449404,3.28979552871636,3.2110492891941,32928454672.42459,1340.0,26255343,18012216,20.21172005395889,3.4722380126589854,Middle East & North Africa,Upper middle income
ITA,2002,443473.1,0.2704631087015238,4959.2,1.350232926631964,100.0,49968.97599,26371.2185,0.2974338984754455,0.148916429490753,1276769338449.2964,20770.0,57059007,38447500,51.64717737844838,7.772183977895023,Europe & Central Asia,High income
JPN,2002,1206760.2,0.330806548255708,6085.5,0.2763041124114598,100.0,32230.93036,21711.2931,2.282872110118193,0.232527187105684,4182845406488.62,35360.0,127445000,104055019,13.06721536351166,9.46887049315391,East Asia & Pacific,High income
